2021-05-04 18:14:50,016 DEBUG [urllib3.connectionpool] _new_conn:971: Starting new HTTPS connection (1): pan.lanzous.com:443
2021-05-04 18:14:50,993 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "GET /b01bfj76f HTTP/1.1" 200 None
2021-05-04 18:14:51,028 DEBUG [urllib3.connectionpool] _new_conn:971: Starting new HTTPS connection (1): pan.lanzous.com:443
2021-05-04 18:14:51,251 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "GET /b01bfj76f HTTP/1.1" 200 None
2021-05-04 18:14:51,285 DEBUG [urllib3.connectionpool] _new_conn:971: Starting new HTTPS connection (1): pan.lanzous.com:443
2021-05-04 18:14:51,441 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "POST /filemoreajax.php HTTP/1.1" 200 None
2021-05-04 18:14:52,209 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "POST /filemoreajax.php HTTP/1.1" 200 None
2021-05-04 18:14:52,999 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "POST /filemoreajax.php HTTP/1.1" 200 None
2021-05-04 18:28:03,204 INFO  [DNFCalculating] 计算线程:1229: 开始计算
2021-05-04 18:28:04,642 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=0 sync_batch_size=100 processed_result=0, speed=0.00/s totalWork=0
2021-05-04 18:28:05,242 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=0 sync_batch_size=100 processed_result=0, speed=0.00/s totalWork=0
2021-05-04 18:28:05,810 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=0 sync_batch_size=100 processed_result=0, speed=0.00/s totalWork=7
2021-05-04 18:28:06,318 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=2 sync_batch_size=100 processed_result=0, speed=0.00/s totalWork=7
2021-05-04 18:28:06,826 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=2 sync_batch_size=100 processed_result=200, speed=85.63/s totalWork=7
2021-05-04 18:28:07,333 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=4 sync_batch_size=100 processed_result=400, speed=140.69/s totalWork=7
2021-05-04 18:28:07,840 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=3 sync_batch_size=100 processed_result=800, speed=238.77/s totalWork=7
2021-05-04 18:28:07,842 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=1 sync_batch_size=100 processed_result=1000, speed=298.24/s totalWork=7
2021-05-04 18:28:08,347 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=4 sync_batch_size=100 processed_result=1100, speed=285.13/s totalWork=7
2021-05-04 18:28:08,349 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=3 sync_batch_size=100 processed_result=1200, speed=310.89/s totalWork=7
2021-05-04 18:28:08,855 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=5 sync_batch_size=100 processed_result=1500, speed=343.62/s totalWork=7
2021-05-04 18:28:08,857 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=1600, speed=366.36/s totalWork=7
2021-05-04 18:28:08,861 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=0 sync_batch_size=100 processed_result=2000, speed=457.53/s totalWork=7
2021-05-04 18:28:09,363 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=6 sync_batch_size=100 processed_result=2000, speed=410.40/s totalWork=7
2021-05-04 18:28:09,364 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=5 sync_batch_size=100 processed_result=2100, speed=430.79/s totalWork=7
2021-05-04 18:28:09,885 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=5 sync_batch_size=100 processed_result=2600, speed=481.88/s totalWork=7
2021-05-04 18:28:09,886 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=2700, speed=500.28/s totalWork=7
2021-05-04 18:28:09,889 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=1 sync_batch_size=100 processed_result=3000, speed=555.56/s totalWork=7
2021-05-04 18:28:10,393 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=6 sync_batch_size=100 processed_result=3100, speed=525.17/s totalWork=7
2021-05-04 18:28:10,394 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=5 sync_batch_size=100 processed_result=3200, speed=541.92/s totalWork=7
2021-05-04 18:28:10,931 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=5 sync_batch_size=100 processed_result=3700, speed=574.44/s totalWork=7
2021-05-04 18:28:10,932 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=3800, speed=589.83/s totalWork=7
2021-05-04 18:28:10,935 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=2 sync_batch_size=100 processed_result=4000, speed=620.63/s totalWork=7
2021-05-04 18:28:11,438 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=4 sync_batch_size=100 processed_result=4300, speed=618.84/s totalWork=7
2021-05-04 18:28:11,440 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=3 sync_batch_size=100 processed_result=4400, speed=633.05/s totalWork=7
2021-05-04 18:28:11,946 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=5 sync_batch_size=100 processed_result=4700, speed=630.33/s totalWork=7
2021-05-04 18:28:11,947 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=4800, speed=643.62/s totalWork=7
2021-05-04 18:28:11,949 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=2 sync_batch_size=100 processed_result=5000, speed=670.26/s totalWork=7
2021-05-04 18:28:12,468 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=5 sync_batch_size=100 processed_result=5200, speed=651.76/s totalWork=7
2021-05-04 18:28:12,470 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=5300, speed=664.19/s totalWork=7
2021-05-04 18:28:12,975 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=5 sync_batch_size=100 processed_result=5700, speed=671.71/s totalWork=7
2021-05-04 18:28:12,977 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=5800, speed=683.35/s totalWork=7
2021-05-04 18:28:12,979 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=2 sync_batch_size=100 processed_result=6000, speed=706.74/s totalWork=7
2021-05-04 18:28:13,483 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=6 sync_batch_size=100 processed_result=6200, speed=689.43/s totalWork=7
2021-05-04 18:28:13,485 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=5 sync_batch_size=100 processed_result=6300, speed=700.39/s totalWork=7
2021-05-04 18:28:14,006 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=4 sync_batch_size=100 processed_result=6800, speed=714.58/s totalWork=7
2021-05-04 18:28:14,007 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=3 sync_batch_size=100 processed_result=6900, speed=724.96/s totalWork=7
2021-05-04 18:28:14,008 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=2 sync_batch_size=100 processed_result=7000, speed=735.39/s totalWork=7
