2021-05-08 10:58:56,182 DEBUG [urllib3.connectionpool] _new_conn:971: Starting new HTTPS connection (1): pan.lanzous.com:443
2021-05-08 10:58:57,016 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "GET /b01bfj76f HTTP/1.1" 200 None
2021-05-08 10:58:57,055 DEBUG [urllib3.connectionpool] _new_conn:971: Starting new HTTPS connection (1): pan.lanzous.com:443
2021-05-08 10:58:57,326 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "GET /b01bfj76f HTTP/1.1" 200 None
2021-05-08 10:58:57,360 DEBUG [urllib3.connectionpool] _new_conn:971: Starting new HTTPS connection (1): pan.lanzous.com:443
2021-05-08 10:58:57,605 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "POST /filemoreajax.php HTTP/1.1" 200 None
2021-05-08 10:58:58,383 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "POST /filemoreajax.php HTTP/1.1" 200 None
2021-05-08 10:58:59,168 DEBUG [urllib3.connectionpool] _make_request:452: https://pan.lanzous.com:443 "POST /filemoreajax.php HTTP/1.1" 200 None
2021-05-08 10:59:44,710 INFO  [DNFCalculating] 计算线程:1229: 开始计算
2021-05-08 10:59:45,319 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=0 sync_batch_size=100 processed_result=0, speed=0.00/s totalWork=0
2021-05-08 10:59:45,903 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=0 sync_batch_size=100 processed_result=0, speed=0.00/s totalWork=0
2021-05-08 10:59:46,472 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=1 sync_batch_size=100 processed_result=0, speed=0.00/s totalWork=7
2021-05-08 10:59:46,979 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=5 sync_batch_size=100 processed_result=100, speed=55.03/s totalWork=7
2021-05-08 10:59:47,487 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=8 sync_batch_size=100 processed_result=600, speed=258.08/s totalWork=7
2021-05-08 10:59:47,491 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=1000, speed=429.43/s totalWork=7
2021-05-08 10:59:48,011 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=12 sync_batch_size=100 processed_result=1400, speed=491.49/s totalWork=7
2021-05-08 10:59:48,012 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=11 sync_batch_size=100 processed_result=1500, speed=526.31/s totalWork=7
2021-05-08 10:59:48,017 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=6 sync_batch_size=100 processed_result=2000, speed=700.54/s totalWork=7
2021-05-08 10:59:48,532 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=10 sync_batch_size=100 processed_result=2700, speed=801.12/s totalWork=7
2021-05-08 10:59:48,534 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=9 sync_batch_size=100 processed_result=2800, speed=830.42/s totalWork=7
2021-05-08 10:59:48,536 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=7 sync_batch_size=100 processed_result=3000, speed=889.08/s totalWork=7
2021-05-08 10:59:49,055 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=16 sync_batch_size=100 processed_result=3800, speed=976.09/s totalWork=7
2021-05-08 10:59:49,057 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=15 sync_batch_size=100 processed_result=3900, speed=1001.40/s totalWork=7
2021-05-08 10:59:49,058 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=14 sync_batch_size=100 processed_result=4000, speed=1026.68/s totalWork=7
2021-05-08 10:59:49,066 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=4 sync_batch_size=100 processed_result=5000, speed=1280.58/s totalWork=7
2021-05-08 10:59:49,578 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=13 sync_batch_size=100 processed_result=5400, speed=1222.80/s totalWork=7
2021-05-08 10:59:49,579 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=12 sync_batch_size=100 processed_result=5500, speed=1245.09/s totalWork=7
2021-05-08 10:59:49,584 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=7 sync_batch_size=100 processed_result=6000, speed=1356.76/s totalWork=7
2021-05-08 10:59:50,101 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=15 sync_batch_size=100 processed_result=6700, speed=1356.61/s totalWork=7
2021-05-08 10:59:50,103 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=14 sync_batch_size=100 processed_result=6800, speed=1376.34/s totalWork=7
2021-05-08 10:59:50,105 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=12 sync_batch_size=100 processed_result=7000, speed=1416.26/s totalWork=7
2021-05-08 10:59:50,114 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=3 sync_batch_size=100 processed_result=8000, speed=1615.66/s totalWork=7
2021-05-08 10:59:50,624 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=14 sync_batch_size=100 processed_result=8300, speed=1519.75/s totalWork=7
2021-05-08 10:59:50,625 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=13 sync_batch_size=100 processed_result=8400, speed=1537.64/s totalWork=7
2021-05-08 10:59:50,631 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=7 sync_batch_size=100 processed_result=9000, speed=1645.68/s totalWork=7
2021-05-08 10:59:51,147 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=14 sync_batch_size=100 processed_result=9700, speed=1620.84/s totalWork=7
2021-05-08 10:59:51,148 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=13 sync_batch_size=100 processed_result=9800, speed=1637.24/s totalWork=7
2021-05-08 10:59:51,151 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=11 sync_batch_size=100 processed_result=10000, speed=1669.82/s totalWork=7
2021-05-08 10:59:51,160 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=1 sync_batch_size=100 processed_result=11000, speed=1834.07/s totalWork=7
2021-05-08 10:59:51,668 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=14 sync_batch_size=100 processed_result=11100, speed=1705.99/s totalWork=7
2021-05-08 10:59:51,670 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=13 sync_batch_size=100 processed_result=11200, speed=1720.96/s totalWork=7
2021-05-08 10:59:51,678 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=5 sync_batch_size=100 processed_result=12000, speed=1841.64/s totalWork=7
2021-05-08 10:59:52,192 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result_in_background remaining_qize=15 sync_batch_size=100 processed_result=12500, speed=1778.28/s totalWork=7
2021-05-08 10:59:52,193 INFO  [DNFCalculating] log_result_queue_info:1242: calc#1: 排行: try_fetch_result periodly report remaining_qize=14 sync_batch_size=100 processed_result=12600, speed=1792.00/s totalWork=7
